,id,title,views,evaluation,evaluation_tmdb,release_date,genre_ids,diff
412,369972,First Man,1,7.8,7.1,2018-10-11,"[36, 18]",0.7000000000000002
413,309,The Celebration,1,9.1,7.7,1998-06-19,[18],1.3999999999999995
414,338952,Fantastic Beasts: The Crimes of Grindelwald,1,3.5,6.9,2018-11-14,"[12, 14, 18]",-3.4000000000000004
415,754,Face/Off,1,7.6,7.0,1997-06-27,"[28, 80, 878, 53]",0.5999999999999996
416,345,Eyes Wide Shut,1,7.5,7.4,1999-07-16,"[18, 53, 9648]",0.09999999999999964
417,39452,Exit Through the Gift Shop,1,7.1,7.6,2010-01-24,[99],-0.5
418,4193,Evil Under the Sun,1,7.9,6.9,1982-03-05,"[53, 80, 9648, 18]",1.0
419,38,Eternal Sunshine of the Spotless Mind,1,8.4,8.1,2004-03-19,"[878, 18, 10749]",0.3000000000000007
420,4935,Howl's Moving Castle,1,7.7,8.4,2004-11-19,"[14, 16, 12]",-0.7000000000000002
421,381284,Hidden Figures,1,7.9,8.0,2016-12-10,"[18, 36]",-0.09999999999999964
422,135397,Jurassic World,1,7.8,6.6,2015-06-06,"[28, 12, 878, 53]",1.2000000000000002
423,346364,It,1,7.6,7.2,2017-09-06,[27],0.39999999999999947
424,329,Jurassic Park,1,9.3,7.9,1993-06-11,"[12, 878]",1.4000000000000004
425,353486,Jumanji: Welcome to the Jungle,1,5.5,6.8,2017-12-09,"[28, 12, 35, 14]",-1.2999999999999998
426,475557,Joker,1,7.7,8.2,2019-10-02,"[80, 53, 18]",-0.4999999999999991
427,463272,Johnny English Strikes Again,1,5.1,6.3,2018-09-13,"[28, 12, 35]",-1.2000000000000002
428,11710,The Enigma of Kaspar Hauser,1,6.5,7.5,1974-11-01,"[18, 36]",-1.0
429,43943,Jack Goes Boating,1,7.0,5.8,2010-09-23,"[35, 18, 10749]",1.2000000000000002
430,586940,I Lost My Body,1,6.5,7.6,2019-11-06,"[16, 18, 14]",-1.0999999999999996
431,399121,An Officer and a Spy,1,7.6,7.1,2019-09-30,"[18, 36, 53]",0.5
432,31442,Ivan's Childhood,1,7.1,7.9,1962-05-09,"[18, 10752]",-0.8000000000000007
433,474350,It Chapter Two,1,8.0,6.9,2019-09-04,"[27, 14]",1.0999999999999996
434,979,Irreversible,1,6.3,7.2,2002-05-22,"[18, 53, 80, 9648]",-0.9000000000000004
435,12761,Autumn Sonata,1,8.1,8.0,1978-10-08,[18],0.09999999999999964
436,10138,Iron Man 2,1,6.9,6.8,2010-04-28,"[12, 28, 878]",0.10000000000000053
437,150540,Inside Out,1,6.0,7.9,2015-06-09,"[16, 10751, 12, 18, 35]",-1.9000000000000004
438,388,Inside Man,1,8.6,7.4,2006-03-17,"[80, 18, 53]",1.1999999999999993
439,209274,Ida,1,6.5,7.3,2013-10-25,[18],-0.7999999999999998
440,14756,Ip Man,1,6.7,7.7,2008-12-12,"[28, 18, 36]",-1.0
441,500840,I'm Thinking of Ending Things,1,6.3,6.6,2020-08-28,"[18, 53]",-0.2999999999999998
442,425591,I Don't Feel at Home in This World Anymore,1,5.1,6.5,2017-01-19,"[35, 80, 18, 53]",-1.4000000000000004
443,411019,I Am Not Your Negro,1,7.8,7.9,2017-02-03,[99],-0.10000000000000053
444,505948,I Am Mother,1,7.2,6.7,2019-06-07,[878],0.5
445,771,Home Alone,1,8.0,7.3,1990-11-16,"[35, 10751]",0.7000000000000002
446,4176,Murder on the Orient Express,1,8.0,7.2,1974-11-22,"[18, 53, 9648]",0.7999999999999998
