,date,title,creator,year1,place,category,evaluation,imdb_id_maxi,comment,year,month
293,2018-12-08,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,,Marienburger,Blu Ray,93.0,,,2018,2018-12
294,2018-12-04,Les Contes d'Hoffmann,Jacques Offenbach,,Deutsche Oper Berlin,Oper,100.0,,,2018,2018-12
295,2018-12-02,Source Code,,,Granada,Netflix,79.0,,,2018,2018-12
296,2018-12-01,Nocturnal Animals,Tom Ford,,Granada,Netflix,72.0,,,2018,2018-12
297,2018-12-01,Snatch,Guy Ritchie,,Granada,Netflix,70.0,,,2018,2018-12
298,2018-11-28,Pi,Darren Aronofsky,,Bei Markus,DVD,79.0,,,2018,2018-11
299,2018-11-20,The Machinist,Brad Anderson,,Marienburger,Netflix,77.0,,,2018,2018-11
300,2018-11-18,Nosferatu (1922),Friedrich Wilhelm Murnau,,Babylon Mitte,Kino,65.0,,"Mit Live-Orchester ""Metropolis""",2018,2018-11
301,2018-11-14,Das weiße Band - Eine deutsche Kindergeschichte ,Michael Haneke,,Marienburger,Blu Ray,75.0,,,2018,2018-11
302,2018-11-13,Aufbruch zum Mond,Damien Chazelle,,Hackesche Hoefe Kino,Kino,78.0,,,2018,2018-11
303,2018-11-11,Catch me if you can,Steven Spielberg,,Marienburger,Netflix,81.0,,,2018,2018-11
304,2018-11-09,Cabros de Mierda,,,Babylon Mitte,Kino,63.0,,,2018,2018-11
305,2018-11-04,Apocalypse Now Redux,Francis Ford Coppola,,Marienburger,Blu Ray,98.0,,,2018,2018-11
306,2018-11-02,Johnny English 3,,,Cinestar Potsdamer Platz,Kino,51.0,,,2018,2018-11
307,2018-11-01,Don Giovanni,W.A. Mozart,,Deutsche Oper Berlin,Oper,100.0,,,2018,2018-11
308,2018-10-21, Same Same But Different,,,Marienburger,DVD,65.0,,,2018,2018-10
309,2018-10-20,Deadpool 2,,,KLM,Flugzeug,73.0,,Flug von BKK - AMS,2018,2018-10
310,2018-10-20,Jurassic World - Fallen Kingdom,,,KLM,Flugzeug,53.0,,Flug von BKK - AMS,2018,2018-10
311,2018-10-20,Jumanji 2,,,KLM,Flugzeug,55.0,,Flug von BKK - AMS,2018,2018-10
312,2018-10-20,Frozen,,,KLM,Flugzeug,56.0,,Flug von BKK - AMS,2018,2018-10
313,2018-10-15,Iron Man,Jon Favreau,,Koh Rong Samloen,Netflix,78.0,,,2018,2018-10
314,2018-10-04,Solo: A Star Wars Story ,,,KLM,Flugzeug,60.0,,Flug AMS - BKK,2018,2018-10
315,2018-10-04,Ready Player One,Steven Spielberg,,KLM,Flugzeug,80.0,,Flug AMS - BKK,2018,2018-10
316,2018-09-29,Tristan und Isolde,Richard Wagner,,Deutsche Oper Berlin,Oper,100.0,,,2018,2018-09
317,2018-09-28,The Man Who Killed Don Quijote,Terry Gilliam,,Hackesche Hoefe Kino,Kino,45.0,,,2018,2018-09
318,2018-09-23,Tristan und Isolde,Richard Wagner,,Deutsche Oper Berlin,Oper,100.0,,,2018,2018-09
320,2018-09-13,Paradies: Hoffnung,Ulrich Seidl,,Marienburger,Netflix,74.0,,,2018,2018-09
321,2018-09-09,Deutschland im Jahre Null,Federico Fellini,,Marienburger,DVD,71.0,,,2018,2018-09
322,2018-09-08,Ex Machina,Alex Garland,,Marienburger,Blu Ray,93.0,,,2018,2018-09
323,2018-09-05,Paradies: Glaube,Ulrich Seidl,,Marienburger,Netflix,72.0,,,2018,2018-09
324,2018-09-04,Breaking Bad: Pilot,,,Marienburger,Netflix,49.0,,,2018,2018-09
325,2018-09-03,Mad Max: Fury Road,George Miller,,Marienburger,Blu Ray,95.0,,,2018,2018-09
326,2018-09-15,Dark - Staffel 1,,,Marienburger,Netflix,36.0,,,2018,2018-09
327,2018-09-15,Das Leben der Anderen,von Donnersmarck,,Marienburger,Netflix,86.0,,,2018,2018-09
328,2018-08-26,The Great Gatsby,Baz Luhrmann,,Marienburger,Netflix,67.0,,,2018,2018-08
329,2018-08-20,Life of Brian,Terry Jones,,Marienburger,Netflix,78.0,,,2018,2018-08
330,2018-08-18,Watchmen: Die Wächter,Zack Snyder,,Marienburger,Netflix,74.0,,,2018,2018-08
331,2018-08-16,Train to Busan,,,Marienburger,Netflix,74.0,,,2018,2018-08
332,2018-08-14,The Big Lebowski,Coen Brueder,,Babylon Mitte,Kino,92.0,,,2018,2018-08
334,2018-08-03,Avatar ,James Cameron,,Marienburger,Blu Ray,91.0,,Erster Film mit neuem Blu Ray Player,2018,2018-08
335,2018-07-21,Back to the Future III,Robert Zemeckis,,Marienburger,Netflix,92.0,,,2018,2018-07
336,2018-07-15,The Secret Life of Walter Mitty,Ben Stiller,,Marienburger,Netflix,86.0,,,2018,2018-07
338,2018-07-06,2001: A Space Odyssey,Stanley Kubrick,,Freiluftkino Pompeji,Freiluftkino,96.0,,,2018,2018-07
339,2018-06-20,Rigoletto,Giuseppe Verdi,,Bayerische Staatsoper Muenchen,Oper,100.0,,,2018,2018-06
340,2018-06-10,Isle Of Dogs,Wes Anderson,,Hackesche Hoefe Kino,Kino,89.0,,Film des Jahres?,2018,2018-06
341,2018-06-07,Carmen,Georges Bizets,,Deutsche Oper Berlin,Oper,99.0,,,2018,2018-06
343,2018-05-27,Don Carlo,Giuseppe Verdi,1867.0,Deutsche Oper Berlin,Oper,100.0,,,2018,2018-05
345,2018-05-16,La Traviata,Giuseppe Verdi,,Deutsche Oper Berlin,Oper,99.0,,,2018,2018-05
346,2018-05-15,The Incredible Hulk ,Louis Leterrier,2009.0,Rodenbergstrasse,Netflix,68.0,,,2018,2018-05
347,2018-05-11,Avengers - Infinity War,,,Cinestar Potsdamer Platz,Kino,95.0,,Film des Jahres?,2018,2018-05
348,2018-05-09,Robin Hood (2008),Ridley Scott,,Rodenbergstrasse,Netflix,59.0,,,2018,2018-05
349,2018-05-05,Die Fledermaus,Johann Strauss,,Deutsche Oper Berlin,Oper,95.0,,,2018,2018-05
350,2018-05-04,A Quiet Place,,,B-Ware Ladenkino,Kino,70.0,,,2018,2018-05
351,2018-04-30,Son of Saul,,,Rodenbergstrasse,Blu Ray,78.0,,,2018,2018-04
352,2018-04-28,The People vs. Larry Flynt,Oliver Stone? ,,Pirna,Netflix,75.0,,,2018,2018-04
353,2018-04-26,The Motorcycle Diaries,Walter Salles,,Rodenbergstrasse,Netflix,68.0,,,2018,2018-04
354,2018-04-22,Paradies: Liebe,Ulrich Seidl,,Rodenbergstrasse,Netflix,73.0,,,2018,2018-04
355,2018-04-20,Lady Bird,Greta Gerwig,,Hackesche Hoefe Kino,Kino,70.0,,,2018,2018-04
356,2018-04-15,Don Giovanni,W.A. Mozart,,Deutsche Oper Berlin,Oper,99.0,,,2018,2018-04
357,2018-04-13,Avatar ,James Cameron,,Rodenbergstrasse,Blu Ray,91.0,,,2018,2018-04
358,2018-04-09,Centurion,,,Rodenbergstrasse,Netflix,63.0,,,2018,2018-04
359,2018-04-08,Tannhaeuser,Richard Wagner,,Deutsche Oper Berlin,Oper,96.0,,,2018,2018-04
360,2018-04-06,Annihilation,Alex Garland,,Rodenbergstrasse,Netflix,79.0,,,2018,2018-04
361,2018-04-01,Tod auf dem Nil,John Guillermin,,Eglharting,Fernsehen,90.0,,,2018,2018-04
362,2018-04-01,Breakfast at Tiffany's ,,,Eglharting,Fernsehen,85.0,,,2018,2018-04
364,2018-03-30,All is Lost,J. C. Chandor,,Eglharting,Fernsehen,79.0,,,2018,2018-03
365,2018-03-30,The Green Mile,Frank Darabont,,Eglharting,Fernsehen,89.0,,teilweise mit Mami,2018,2018-03
367,2018-03-28,The Florida Project,Sean Baker,,Hackesche Hoefe Kino,Kino,89.0,,,2018,2018-03
368,2018-03-25,Les vêpres sicilliennes,Giuseppe Verdi,,Bayerische Staatsoper Muenchen,Oper,70.0,,,2018,2018-03
369,2018-03-24,Wir Wunderkinder,,,Eglharting,DVD,79.0,,,2018,2018-03
370,2018-03-21,Wonder Woman,,,Rodenbergstrasse,Blu Ray,70.0,,,2018,2018-03
371,2018-03-19,Paul,,,Bei Markus,DVD,61.0,,,2018,2018-03
372,2018-03-18,Tristan und Isolde,Richard Wagner,,Staatsoper Berlin,Oper,100.0,,,2018,2018-03
373,2018-03-18,Loving Vincent,"Dorota Kobiela, Hugh Welchman",,Cinestar Kulturbrauerei,Kino,92.0,,,2018,2018-03
374,2018-03-17,Rear Window,Alfred Hitchcock,,Rodenbergstrasse,DVD,93.0,,,2018,2018-03
375,2018-03-16,The Mummy Returns ,Stephen Sommers,,Rodenbergstrasse,DVD,74.0,,,2018,2018-03
376,2018-03-15,The Mummy,Stephen Sommers,,Rodenbergstrasse,DVD,77.0,,,2018,2018-03
377,2018-03-14,Arthur and Claire,,,Hackesche Hoefe Kino,Kino,70.0,,,2018,2018-03
378,2018-03-10,Symphonie einer Grossstadt,,,Passionskirche,Kino,70.0,,,2018,2018-03
379,2018-03-08,The Post,,,Hackesche Hoefe Kino,Kino,71.0,,,2018,2018-03
380,2018-03-07,La La Land,Damien Chazelle,,Rodenbergstrasse,Blu Ray,83.0,,,2018,2018-03
381,2018-03-06,Interstellar,Christopher Nolan,,Rodenbergstrasse,Blu Ray,97.0,,,2018,2018-03
382,2018-02-23,The Disaster Artist,James Franco,,Hackesche Hoefe Kino,Kino,92.0,,,2018,2018-02
383,2018-02-22,The Shape of Water,Guillermo del Toro,,Babylon Kreuzberg,Kino,79.0,,,2018,2018-02
384,2018-02-09,Phantom Thread,Paul Thomas Anderson,,Hackesche Hoefe Kino,Kino,73.0,,,2018,2018-02
385,2018-02-08,Tosca,Giacomo Puccini,,Deutsche Oper Berlin,Oper,98.0,,,2018,2018-02
386,2018-02-04,"Three Billboards outside Ebbing, Missouri",Martin McDonagh,,Hackesche Hoefe Kino,Kino,94.0,,Film des Jahres?,2018,2018-02
387,2018-01-29,The Fountain,Darren Aronofsky,,Rodenbergstrasse,DVD,76.0,,,2018,2018-01
388,2018-01-27,Blade Runner 2049,Denis Villeneuve,,Bei Benni,Festplatte,95.0,,,2018,2018-01
389,2018-01-24,Solaris,Andrej Tarkowski,,Babylon Mitte,Kino,85.0,,,2018,2018-01
390,2018-01-21,Eyes Wide Shut,Stanley Kubrick,,Rodenbergstrasse,Blu Ray,75.0,,,2018,2018-01
391,2018-01-19,The Host,Bong Joon-Ho,,Rodenbergstrasse,DVD,90.0,,,2018,2018-01
392,2018-01-18,Loving Vincent,"Dorota Kobiela, Hugh Welchman",,Hackesche Hoefe Kino,Kino,89.0,,,2018,2018-01
393,2018-01-08,Dogtooth,Yorgios Lanthimos,,Babylon Mitte,Kino,79.0,,,2018,2018-01
394,2018-01-07,(500) Days of Summer,Marc Webb,,Rodenbergstrasse,Netflix,75.0,,,2018,2018-01
395,2018-01-06,Modern Times,Charlie Chaplin,,Babylon Mitte,Kino,75.0,,,2018,2018-01
396,2018-01-05,The Killing of a Sacred Deer,Yorgios Lanthimos,,Cinestar Kulturbrauerei,Kino,85.0,,,2018,2018-01
398,2018-01-04,Soul Kitchen,Fatih Akin,,Rodenbergstrasse,Netflix,85.0,,,2018,2018-01
399,2018-01-02,Stand by Me,Rob Reiner,,Rodenbergstrasse,DVD,81.0,,,2018,2018-01
400,2018-01-01,Cloud Atlas,"Tom Tykwer, Lana Wachowski, Lilly Wachowski",,Rodenbergstrasse,Blu Ray,79.0,,,2018,2018-01
401,2018-03-13,Interstellar,Christopher Nolan,,Marienburger,Blu Ray,100.0,,,2018,2018-03
402,2017-05-05,Jurassic World,,,Rodenbergstrasse,Blu Ray,78.0,,,2017,2017-05
403,2017-12-27,Star Wars: Episode VIII - The Last Jedi ,Rian Johnson,,Mathaeser Muenchen,Kino,65.0,,,2017,2017-12
404,2017-12-28,Mad Max: Fury Road,George Miller,2015.0,Bei Lukas,Blu Ray,90.0,,,2017,2017-12
406,2017-12-19,Soylent Green,Richard Fleischer,,Bei Lukas,Festplatte,69.0,,,2017,2017-12
407,2017-12-15,Inside Out,,,Rodenbergstrasse,Netflix,60.0,,,2017,2017-12
408,2017-12-08,The Lord of the Rings: The Return of the King ,Peter Jackson,,Rodenbergstrasse,Blu Ray,95.0,,,2017,2017-12
409,2017-12-05,Manifesto,,,Hackesche Hoefe Kino,Kino,67.0,,,2017,2017-12
410,2017-12-04,Aus dem Nichts,Fatih Akin,,Hackesche Hoefe Kino,Kino,85.0,,,2017,2017-12
411,2017-12-02,Tannhaeuser,Richard Wagner,,Deutsche Oper Berlin,Oper,99.0,,,2017,2017-12
412,2017-12-01,Detroit,Kathryn Bigelow,,Hackesche Hoefe Kino,Kino,92.0,,,2017,2017-12
415,2017-11-29,Stranger Things Staffel 2,,,Rodenbergstrasse,Netflix,52.0,,,2017,2017-11
416,2017-11-26,The Lord of the Rings: The Two Towers,Peter Jackson,,Rodenbergstrasse,DVD,97.0,,,2017,2017-11
417,2017-11-25,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,,Rodenbergstrasse,Blu Ray,96.0,,,2017,2017-11
418,2017-11-14,Fear and Loathing in Las Vegas,Terry Gilliam,,Rodenbergstrasse,Blu Ray,85.0,,,2017,2017-11
419,2017-11-12,The Dark Knight,Christopher Nolan,,Rodenbergstrasse,Blu Ray,98.0,,Premiere des Beamers,2017,2017-11
420,2017-11-10,Simpel,,,UCI Colosseum,Kino,59.0,,Sneak,2017,2017-11
421,2017-11-04,Stranger Things Staffel 1,,,Rodenbergstrasse,Netflix,65.0,,,2017,2017-11
422,2017-10-29,Mother!,Darren Aronofsky,,Kino Zukunft,Kino,74.0,,,2017,2017-10
423,2017-10-15,La Grande Belezza,Paolo Sorrentino,,Rodenbergstrasse,Blu Ray,65.0,,,2017,2017-10
424,2017-10-27,Baby Driver,Edgar Wright,,UCI Colosseum,Kino,65.0,,Sneak,2017,2017-10
425,2017-10-23,Blade Runner 2049,Denis Villeneuve,,Hackesche Hoefe Kino,Kino,95.0,,,2017,2017-10
426,2017-10-22,Happy End,Michael Haneke,,Hackesche Hoefe Kino,Kino,64.0,,,2017,2017-10
427,2017-10-19,La Strada,Federico Fellini,,Babylon Mitte,,73.0,,,2017,2017-10
428,2017-10-18,Elle,,,Rodenbergstrasse,Blu Ray,76.0,,,2017,2017-10
429,2017-09-15,It: Chapter One,Andres Muschietti,2017.0,Cinestar Potsdamer Platz,Kino,76.0,,,2017,2017-09
430,2017-08-15,Dunkirk,Christopher Nolan,,Cinestar Potsdamer Platz,Kino,84.0,,,2017,2017-08
431,2017-08-27,The Lobster,Yorgios Lanthimos,,Rodenbergstrasse,DVD,87.0,,,2017,2017-08
432,2017-08-23,Valerian,Luc Besson,,Cinestar Potsdamer Platz,Kino,65.0,,,2017,2017-08
433,2017-08-21,Maria ihm schmeckts nicht,Neele Vollmar,,Rodenbergstrasse,Netflix,60.0,,,2017,2017-08
434,2017-08-14,The Party,,,Cinestar Kulturbrauerei,Kino,73.0,,,2017,2017-08
436,2017-07-23,300 - Rise of an Empire,Noam Murro,,Rodenbergstrasse,Blu Ray,70.0,,,2017,2017-07
437,2017-07-22,The Beguiled,Sophia Coppola,,Hackesche Hoefe Kino,Kino,65.0,,,2017,2017-07
438,2017-07-21,300,Zack Snyder,,Rodenbergstrasse,Blu Ray,85.0,,,2017,2017-07
439,2017-07-16,Der Himmel ueber Berlin,Wim Wenders,,Lichtblick-Kino,Kino,79.0,,,2017,2017-07
440,2017-07-12,Blade Runner Final Cut,Ridley Scott,,Cassiopeia,Freiluftkino,94.0,,,2017,2017-07
441,2017-07-15,War for the Planet of the Apes,Rupert Wyatt,,Rodenbergstrasse,Blu Ray,81.0,,,2017,2017-07
442,2017-07-15,Rise of the Planet of the Apes,Rupert Wyatt,,Rodenbergstrasse,Blu Ray,84.0,,,2017,2017-07
443,2017-07-15,Dawn of the Planet of the Apes,Rupert Wyatt,,Rodenbergstrasse,Blu Ray,83.0,,,2017,2017-07
444,2017-07-15,Get Out,Jordan Peele,2017.0,Babylon Mitte,Kino,75.0,,,2017,2017-07
445,2017-07-06,Don Carlo,Giuseppe Verdi,1867.0,Deutsche Oper Berlin,Oper,100.0,,,2017,2017-07
446,2017-06-24,Don Carlo,Giuseppe Verdi,1867.0,Deutsche Oper Berlin,Oper,100.0,,,2017,2017-06
448,2017-05-25,Wall-E,,,British Airways,Flugzeug,70.0,,,2017,2017-05
449,2017-05-25,Suicide Squad,David Ayer,2016.0,British Airways,Flugzeug,60.0,,,2017,2017-05
450,2017-05-15,Alien Covenant,Ridley Scott,,Kino in Punta Arenas,Kino,71.0,,,2017,2017-05
451,2017-05-15,Batman Begins,Christopher Nolan,,Ushuaia,Fernsehen,79.0,,,2017,2017-05
452,2017-05-15,Inside Man,Spike Lee,,Ushuaia,Fernsehen,86.0,,,2017,2017-05
453,2017-05-15,Logan,,,Im Bus in Patagonien,Fernsehen,70.0,,,2017,2017-05
454,2017-05-15,X-Men Origins: Wolverine,,,Im Bus in Patagonien,Fernsehen,65.0,,,2017,2017-05
455,2017-04-11,Dr. Strange,Scott Derrickson,,British Airways,Flugzeug,69.0,,,2017,2017-04
456,2017-04-11,Batman - The Lego Movie,,,British Airways,Flugzeug,65.0,,,2017,2017-04
457,2017-04-11,Passengers,Morten Tyldum,2017.0,British Airways,Flugzeug,69.0,,,2017,2017-04
458,2017-04-11,The Day The Earth Stood Still,Scott Derrickson,2008.0,British Airways,Flugzeug,65.0,,,2017,2017-04
459,2017-03-15,Trainspotting,Danny Boyle,,Rodenbergstrasse,DVD,87.0,,,2017,2017-03
460,2017-03-08,The Wrestler,Darren Aronofsky,,Rodenbergstrasse,DVD,85.0,,,2017,2017-03
462,2017-03-06,Inception,Christopher Nolan,,Rodenbergstrasse,DVD,94.0,,,2017,2017-03
463,2017-02-18,No Country for old Men,Coen Brueder,,Rodenbergstrasse,DVD,89.0,,,2017,2017-02
464,2017-02-16,Manchester by the Sea,David Lowery,,Babylon Kreuzberg,Kino,83.0,,,2017,2017-02
465,2017-02-06,Night on Earth,Jim Jarmusch,,Babylon Mitte,Kino,83.0,,,2017,2017-02
466,2017-02-15,Trainspotting 2,Danny Boyle,,Kino Central,Kino,74.0,,,2017,2017-02
467,2017-01-21,Split,M. Night Shyamalan,,Kino Central,Kino,75.0,,,2017,2017-01
468,2017-01-15,Arrival,Denis Villeneuve,,Kino Central,Kino,80.0,,,2017,2017-01
469,2017-01-15,Wild,Jean-Marc Vallée,2015.0,Rodenbergstrasse,Blu Ray,72.0,,,2017,2017-01
470,2017-01-15,Brasil,Terry Gilliam,,Rodenbergstrasse,DVD,87.0,,,2017,2017-01
471,2017-01-15,Aliens,James Cameron,,Rodenbergstrasse,Blu Ray,95.0,,,2017,2017-01
472,2017-01-15,Alien 3,David Fincher,,Rodenbergstrasse,Blu Ray,91.0,,,2017,2017-01
473,2017-01-15,Alien 4,Jean-Pierre Jeunet,,Rodenbergstrasse,Blu Ray,73.0,,,2017,2017-01
474,2017-01-15,Prometheus,Ridley Scott,,Rodenbergstrasse,Blu Ray,80.0,,,2017,2017-01
475,2016-12-16,Interstellar,Christopher Nolan,,Zug,Blu Ray,99.0,,,2016,2016-12
476,2016-12-30,Alien,Ridley Scott,,Rodenbergstrasse,DVD,95.0,,,2016,2016-12
477,2016-12-28,Star Wars: Episode II - Attack of the Clones ,George Lucas,,Eglharting,DVD,75.0,,,2016,2016-12
478,2016-12-26,Star Wars: Rogue One ,Gareth Edwards,,Cinemaxx Muenchen,Kino,70.0,,,2016,2016-12
480,2016-12-15,La Piel Que Habito,Pedro Almodovar,,Bei Lukas,Netflix,79.0,,,2016,2016-12
481,2016-12-15,Ex Machina,Alex Garland,,Bei Lukas,Blu Ray,96.0,,,2016,2016-12
482,2016-12-17,Single Bells,Xaver Schwarzenberg,,Eglharting,DVD,85.0,,,2016,2016-12
483,2016-12-17,O Palmenbaum,Xaver Schwarzenberg,,Eglharting,DVD,84.0,,,2016,2016-12
484,2016-12-01,Money Monster,Jodie Foster,,British Airways,Flugzeug,75.0,,,2016,2016-12
485,2016-12-15,The Lord of the Rings: The Return of the King ,Peter Jackson,,Rodenbergstrasse,Blu Ray,97.0,,,2016,2016-12
486,2016-12-15,The Lord of the Rings: The Two Towers,Peter Jackson,,Rodenbergstrasse,DVD,96.0,,,2016,2016-12
487,2016-12-15,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,,Rodenbergstrasse,DVD,95.0,,,2016,2016-12
488,2016-11-27,X-Men Origins: Wolverine,,,British Airways,Flugzeug,65.0,,,2016,2016-11
490,2016-11-01,Schneider vs. Bax,,,B-Ware Ladenkino,Kino,65.0,,,2016,2016-11
491,2016-10-02,The Big Short,Adam McKay,,Stockholm,Netflix,95.0,,,2016,2016-10
492,2016-10-01,Pulp Fiction,Quentin Tarantino,,Stockholm,Netflix,96.0,,,2016,2016-10
493,2016-09-01,Cars,,,KLM,Flugzeug,70.0,,Flug nach Manila,2016,2016-09
494,2016-09-01,The Jungle Book,Jon Favreau,2016.0,KLM,Flugzeug,60.0,,Flug nach Manila,2016,2016-09
495,2016-09-01,The Jungle Book,Wolfgang Reitherman,1967.0,KLM,Flugzeug,80.0,,Flug nach Manila,2016,2016-09
496,2016-08-01,Batman vs. Superman,Zack Snyder,,KLM,Flugzeug,81.0,,,2016,2016-08
497,2016-08-01,Man of Steel,Zack Snyder,,KLM,Flugzeug,80.0,,,2016,2016-08
498,2016-08-01,Civil War,Joe Russo,,KLM,Flugzeug,84.0,,,2016,2016-08
499,2016-08-01,Iron Man,Jon Favreau,,KLM,Flugzeug,83.0,,,2016,2016-08
500,2016-08-01,X-Men Apocalypse,,,KLM,Flugzeug,76.0,,,2016,2016-08
501,2016-07-22,Colonia Dignidad,Florian Gallenberger,2015.0,Freiluftkino Kreuzberg,Freiluftkino,74.0,,,2016,2016-07
502,2016-07-14,Warcraft,,,UCI Colosseum,Kino,70.0,,,2016,2016-07
503,2016-03-29,a pigeon sat on a branch reflecting on existence,Roy Andersson,,Bologna,CultM,83.0,,,2016,2016-03
504,2016-03-25,Angst Essen Seele auf,Rainer Werner Fassbinder,,Rodenbergstrasse,CultM,83.0,,,2016,2016-03
505,2016-03-19,Room,Lenny Abrahamson,,Hackesche Hoefe Kino,Kino,84.0,,,2016,2016-03
506,2016-03-18,The Finest Hours,,,UCI Colosseum,Kino,59.0,,Sneak,2016,2016-03
507,2016-03-11,Criminal Activities,,,UCI Colosseum,Kino,42.0,,Sneak,2016,2016-03
508,2016-03-07,"Hail, Caesar!",Coen Brueder,2016.0,Cinestar Kulturbrauerei,Kino,64.0,,,2016,2016-03
509,2016-03-05,Spotlight,,,Kino Central,Kino,70.0,,,2016,2016-03
510,2016-02-20,The Martian,Ridley Scott,,SAS,Flugzeug,80.0,,,2016,2016-02
511,2016-02-20,Steve Jobs,,,SAS,Flugzeug,75.0,,,2016,2016-02
512,2016-02-20,Pixels,,,SAS,Flugzeug,65.0,,,2016,2016-02
514,2016-02-07,Fight Club,David Fincher,,Bei Markus,DVD,95.0,,,2016,2016-02
515,2016-01-29,The Hateful Eight,Quentin Tarantino,,Hackesche Hoefe Kino,Kino,97.0,,,2016,2016-01
516,2016-01-29,Das Fest,Thomas Vinterberg,,Bei Markus,DVD,91.0,,,2016,2016-01
517,2016-01-22,Frankenstein,,,UCI Colosseum,Kino,61.0,,Sneak,2016,2016-01
518,2016-01-18,Das Brandneue Testament,,,Kino Zukunft,Kino,60.0,,,2016,2016-01
519,2016-01-17,The Big Short,Adam McKay,,Kino Central,Kino,95.0,,,2016,2016-01
521,2016-01-09,Snowpiercer,Bong Joon-Ho,2014.0,Bei Andrea,DVD,86.0,,,2016,2016-01
522,2016-01-15,Goosebumps,Rob Letterman,2015.0,UCI Colosseum,Kino,65.0,,Sneak,2016,2016-01
523,2016-01-12,Carol,,,Kino am Friedrichshain,Kino,74.0,,,2016,2016-01
524,2016-01-10,The Revenant,Guillermo del Toro,,Kino am Friedrichshain,Kino,81.0,,,2016,2016-01
526,2016-08-24,Seefeuer,Gianfranco Rosi,2016.0,Freiluftkino Friedrichshain,Freiluftkino,75.0,,,2016,2016-08
527,2015-12-22,La Boheme,Giacomo Puccini,,Staatsoper Berlin,Oper,98.0,,,2015,2015-12
528,2015-07-07,Tristan und Isolde,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,100.0,,,2015,2015-07
529,2015-12-15,a pigeon sat on a branch reflecting on existence,Roy Andersson,,Babylon Kreuzberg,Kino,83.0,,,2015,2015-12
530,2015-12-20,National Lampoon's Christmas Vacation ,,,Eglharting,DVD,80.0,,,2015,2015-12
531,2015-12-28,Ex Machina,Alex Garland,,Bei Lukas,Blu Ray,95.0,,,2015,2015-12
532,2015-12-27,Star Wars: Episode VII - The Force Awakens ,J.J. Abrams,,Mathaeser Muenchen,Kino,73.0,,,2015,2015-12
534,2015-12-16,Back to the Future III,Robert Zemeckis,,Berchtesgaden,DVD,95.0,,,2015,2015-12
535,2015-12-16,Back to the Future II,Robert Zemeckis,,Berchtesgaden,DVD,90.0,,,2015,2015-12
536,2015-12-16,Back to the Future,Robert Zemeckis,,Berchtesgaden,DVD,96.0,,,2015,2015-12
537,2015-12-14,Jurassic Park,Steven Spielberg,,Berchtesgaden,DVD,93.0,,,2015,2015-12
538,2015-12-04,Tristan und Isolde,Richard Wagner,,Deutsche Oper Berlin,Oper,100.0,,,2015,2015-12
539,2015-11-15,The Lord of the Rings: The Return of the King ,Peter Jackson,,Rodenbergstrasse,Blu Ray,95.0,,,2015,2015-11
540,2015-11-15,The Lord of the Rings: The Two Towers,Peter Jackson,,Rodenbergstrasse,Blu Ray,98.0,,,2015,2015-11
541,2015-11-15,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,,Rodenbergstrasse,Blu Ray,93.0,,,2015,2015-11
542,2015-08-20,A Fish called Wanda,Charles Crichton,,Bei Andrea,DVD,89.0,,,2015,2015-08
543,2015-05-14,Mad Max: Fury Road,George Miller,,Kino am Friedrichshain,Kino,95.0,,,2015,2015-05
544,2015-02-23,Iwans Kindheit,Andrej Tarkowski,1962.0,Rodenbergstrasse,CultM,71.0,,,2015,2015-02
545,2015-03-11,Ida,Pawe? Pawlikowski,2014.0,Rodenbergstrasse,CultM,65.0,,,2015,2015-03
546,2015-08-08,Das Salz der Erde,Wim Wenders,2014.0,Freiluftkino Rehberge,Freiluftkino,83.0,,,2015,2015-08
547,2014-12-27,Die Frau ohne Schatten,Richard Strauss,,Bayerische Staatsoper Muenchen,Oper,75.0,,,2014,2014-12
548,2015-11-11,Turtles,,,UCI Colosseum,Kino,56.0,,,2015,2015-11
549,2014-12-28,La forza del destino,Giuseppe Verdi,,Bayerische Staatsoper Muenchen,Oper,89.0,,,2014,2014-12
550,2014-12-29,La forza del destino,Giuseppe Verdi,,Bayerische Staatsoper Muenchen,Oper,89.0,,,2014,2014-12
551,2014-12-30,Avatar ,James Cameron,,Eglharting,Blu Ray,92.0,,,2014,2014-12
553,2014-11-14,Interstellar,Christopher Nolan,,Cinestar Potsdamer Platz,Kino,99.0,,,2014,2014-11
554,2014-08-12,Kasper Hauser,Werner Herzog,,Rodenbergstrasse,DVD,65.0,,,2014,2014-08
555,2014-08-26,Magnolia,Paul Thomas Anderson,,Rodenbergstrasse,DVD,100.0,,,2014,2014-08
556,2014-08-04,2001: A Space Odyssey,Stanley Kubrick,,Freiluftkino Friedrichshain,Freiluftkino,99.0,,,2014,2014-08
558,2014-01-13,All is Lost,J. C. Chandor,,Hackesche Hoefe Kino,Kino,82.0,,,2014,2014-01
559,2014-04-30,Snowpiercer,Bong Joon-Ho,2014.0,Kino International,Kino,85.0,,,2014,2014-04
560,2014-08-12,Boyhood,Richard Linklater,2014.0,Freiluftkino Rehberge,Freiluftkino,70.0,,,2014,2014-08
